TaskID,EmployeeNumber,TaskType,RequestDate,ResolvedDate,SLA_Hours,Actual_Hours,Status,Priority
T882660,518,Tech Support,2024-08-20,2024-08-22,72,68,In Progress,Medium
T778272,692,System Bug,2024-07-04,2024-07-04,24,22,Completed,Low
T161368,442,Software Install,2024-02-08,2024-02-09,24,34,In Progress,Medium
T274820,1886,System Bug,2024-01-12,2024-01-14,48,66,Escalated,Medium
T266611,1609,System Bug,2024-07-03,2024-07-06,72,73,In Progress,Medium
T127829,1675,Access Request,2024-06-27,2024-06-28,24,30,Escalated,Medium
T884148,428,Access Request,2024-08-01,2024-08-02,24,28,In Progress,Medium
T810828,1545,Access Request,2024-11-19,2024-11-21,48,63,Completed,Low
T286495,1308,System Bug,2024-03-05,2024-03-06,24,30,In Progress,Low
T603951,586,System Bug,2024-12-09,2024-12-12,72,78,Completed,Low
T534581,1949,Software Install,2024-11-26,2024-11-27,24,40,In Progress,Low
T865818,1871,System Bug,2024-09-04,2024-09-04,24,20,In Progress,Low
T407830,200,System Bug,2024-04-01,2024-04-04,72,74,In Progress,Medium
T772468,1193,System Bug,2024-08-26,2024-08-28,72,70,Escalated,Medium
T227923,491,Tech Support,2024-02-05,2024-02-07,72,71,In Progress,Medium
T280319,137,Software Install,2024-10-19,2024-10-22,72,73,In Progress,Low
T253090,287,System Bug,2024-02-22,2024-02-23,48,38,Escalated,Low
T839149,1666,Software Install,2024-04-23,2024-04-24,24,38,Escalated,Medium
T616395,804,Tech Support,2024-04-18,2024-04-19,48,41,Completed,Medium
T870882,1873,System Bug,2024-08-13,2024-08-13,24,20,In Progress,Low
T156632,1085,Software Install,2024-11-21,2024-11-23,72,66,In Progress,Low
T686113,1728,System Bug,2024-02-20,2024-02-21,24,31,Escalated,High
T556319,872,Tech Support,2024-09-22,2024-09-25,72,92,In Progress,Low
T183093,1062,Tech Support,2024-11-28,2024-11-29,24,39,Completed,Low
T790813,1081,Software Install,2024-02-09,2024-02-11,72,68,Escalated,Low
T464492,1916,Software Install,2024-12-01,2024-12-02,48,43,In Progress,Medium
T621824,999,Software Install,2024-10-09,2024-10-11,72,70,In Progress,Low
T486308,1956,System Bug,2024-04-22,2024-04-24,48,50,In Progress,Low
T658249,1916,Tech Support,2024-01-04,2024-01-06,48,58,Completed,Low
T950761,270,Tech Support,2024-02-04,2024-02-06,72,70,In Progress,Low
T129859,1597,System Bug,2024-08-01,2024-08-03,72,70,In Progress,Low
T236325,1985,Tech Support,2024-01-19,2024-01-22,72,79,In Progress,Low
T183310,1892,System Bug,2024-05-17,2024-05-18,48,39,Completed,Medium
T232108,549,Software Install,2024-11-16,2024-11-18,48,56,In Progress,High
T196423,347,System Bug,2024-03-23,2024-03-26,72,90,In Progress,Low
T984351,1628,Access Request,2024-04-24,2024-04-26,48,57,In Progress,Low
T818850,271,Tech Support,2024-10-11,2024-10-12,24,28,In Progress,Low
T531067,1971,System Bug,2024-03-14,2024-03-16,48,67,Escalated,Low
T602187,337,Software Install,2024-12-09,2024-12-11,48,52,Escalated,Medium
T248379,1737,Software Install,2024-10-04,2024-10-05,48,42,In Progress,Low
T149721,1496,Software Install,2024-08-25,2024-08-25,24,19,In Progress,Low
T482080,391,Tech Support,2024-08-04,2024-08-06,72,70,In Progress,High
T954331,221,Access Request,2024-12-27,2024-12-29,48,56,Escalated,High
T888250,408,Tech Support,2024-01-06,2024-01-07,24,42,Completed,Low
T763720,811,Software Install,2024-01-20,2024-01-22,48,50,In Progress,Medium
T725342,700,Tech Support,2024-08-11,2024-08-12,24,33,In Progress,Low
T188844,811,Tech Support,2024-12-23,2024-12-26,72,83,Completed,Low
T685944,1257,Access Request,2024-11-18,2024-11-21,72,72,In Progress,Low
T738086,1640,Software Install,2024-12-12,2024-12-13,24,27,Completed,Low
T413463,1286,Software Install,2024-08-04,2024-08-07,72,89,In Progress,Low
T820907,1083,Access Request,2024-07-28,2024-07-31,72,80,In Progress,Low
T933010,161,Software Install,2024-10-09,2024-10-11,48,50,Completed,Medium
T653492,460,Access Request,2024-05-23,2024-05-23,24,16,In Progress,Low
T172785,815,Software Install,2024-03-06,2024-03-08,48,49,In Progress,Medium
T483743,1868,Software Install,2024-05-13,2024-05-14,24,37,In Progress,High
T809079,757,Access Request,2024-04-10,2024-04-12,48,67,Escalated,Medium
T366485,1599,System Bug,2024-04-02,2024-04-05,72,78,Completed,Low
T856142,431,Software Install,2024-08-07,2024-08-09,48,66,Escalated,Medium
T801138,1822,Tech Support,2024-10-27,2024-10-29,48,52,Completed,High
T791987,246,Access Request,2024-11-24,2024-11-27,72,84,In Progress,Medium
T971552,934,Software Install,2024-06-20,2024-06-21,24,40,Escalated,High
T323031,1002,Access Request,2024-02-22,2024-02-23,24,25,In Progress,Low
T612284,2017,Software Install,2024-10-05,2024-10-08,72,87,In Progress,High
T299746,197,System Bug,2024-04-08,2024-04-09,48,47,Completed,High
T463869,1200,Software Install,2024-07-04,2024-07-04,24,22,In Progress,High
T715173,395,Access Request,2024-02-04,2024-02-06,48,66,In Progress,Low
T937539,1799,Access Request,2024-08-03,2024-08-04,24,43,Escalated,Low
T326398,1383,System Bug,2024-09-13,2024-09-14,24,41,In Progress,High
T890948,297,Tech Support,2024-09-15,2024-09-17,72,63,Completed,Low
T266852,1770,System Bug,2024-10-08,2024-10-11,72,76,In Progress,Medium
T838722,828,Access Request,2024-10-18,2024-10-19,24,41,In Progress,Low
T662781,932,System Bug,2024-02-03,2024-02-06,72,79,Escalated,High
T147920,934,Tech Support,2024-11-07,2024-11-09,48,68,Escalated,Low
T569625,394,Access Request,2024-04-27,2024-04-30,72,89,In Progress,Low
T522579,1198,Access Request,2024-12-12,2024-12-12,24,22,Completed,Medium
T270771,530,Tech Support,2024-09-14,2024-09-16,48,68,In Progress,Medium
T630388,1558,Tech Support,2024-08-13,2024-08-14,24,32,In Progress,Medium
T851535,223,Software Install,2024-07-15,2024-07-15,24,16,In Progress,Low
T559429,1703,Access Request,2024-05-07,2024-05-09,48,61,Completed,Medium
T976240,1309,System Bug,2024-02-21,2024-02-23,48,66,Completed,Low
T823642,40,System Bug,2024-03-11,2024-03-13,72,67,In Progress,Low
T897040,101,System Bug,2024-01-20,2024-01-21,48,40,Completed,Low
T959437,112,Access Request,2024-05-23,2024-05-26,72,87,In Progress,High
T758789,1594,System Bug,2024-08-06,2024-08-09,72,86,Escalated,Low
T269438,1955,Access Request,2024-03-16,2024-03-18,72,62,In Progress,Low
T705728,804,System Bug,2024-06-22,2024-06-25,72,83,Completed,Low
T644455,960,Tech Support,2024-02-12,2024-02-14,48,66,Completed,High
T249155,793,Software Install,2024-11-17,2024-11-20,72,86,Completed,Medium
T709333,911,System Bug,2024-07-06,2024-07-08,48,50,In Progress,Low
T475622,1564,System Bug,2024-10-22,2024-10-23,24,31,In Progress,Low
T152591,780,Software Install,2024-05-05,2024-05-06,24,25,In Progress,Low
T475731,1079,Tech Support,2024-09-18,2024-09-20,48,58,Escalated,Low
T947058,844,Tech Support,2024-07-15,2024-07-18,72,82,Escalated,Low
T647492,2031,Access Request,2024-04-22,2024-04-23,24,38,Completed,High
T492979,716,Software Install,2024-09-01,2024-09-02,48,44,Completed,Low
T638492,22,Tech Support,2024-02-26,2024-02-27,24,34,In Progress,Low
T465001,1735,Access Request,2024-04-09,2024-04-12,72,76,In Progress,High
T678736,143,Tech Support,2024-08-17,2024-08-20,72,75,In Progress,Low
T338351,1012,Tech Support,2024-01-07,2024-01-10,72,90,Completed,Medium
T576960,98,Tech Support,2024-11-07,2024-11-09,48,50,Escalated,Low
T465684,1782,Tech Support,2024-11-22,2024-11-24,72,63,Escalated,High
T281990,471,Tech Support,2024-10-05,2024-10-06,48,47,In Progress,Low
T384025,1703,Software Install,2024-11-24,2024-11-27,72,87,In Progress,Medium
T894070,347,Access Request,2024-03-25,2024-03-26,48,44,In Progress,Medium
T254784,825,System Bug,2024-10-11,2024-10-13,48,55,In Progress,Medium
T545185,1662,Access Request,2024-11-08,2024-11-09,24,38,In Progress,Low
T645072,1306,System Bug,2024-05-09,2024-05-11,72,67,In Progress,Medium
T489654,1415,Software Install,2024-06-10,2024-06-10,24,15,In Progress,Low
T437526,359,Access Request,2024-02-16,2024-02-17,24,24,Completed,Low
T217964,1377,Software Install,2024-07-04,2024-07-07,72,73,In Progress,Medium
T134079,575,System Bug,2024-02-01,2024-02-04,72,91,Completed,Low
T438733,1553,Tech Support,2024-12-12,2024-12-14,48,56,In Progress,Medium
T667936,197,Software Install,2024-07-23,2024-07-25,72,65,Completed,Low
T343169,1755,Access Request,2024-02-23,2024-02-26,72,90,In Progress,Medium
T849053,1180,Access Request,2024-10-21,2024-10-22,24,26,Completed,High
T365318,1871,Software Install,2024-06-13,2024-06-14,24,34,In Progress,Low
T712255,1106,System Bug,2024-10-27,2024-10-27,24,19,Escalated,Low
T638800,1286,System Bug,2024-02-16,2024-02-18,72,70,In Progress,High
T952580,799,Software Install,2024-07-04,2024-07-06,48,55,In Progress,Low
T352865,451,System Bug,2024-06-26,2024-06-28,48,48,Completed,Medium
T331767,655,Software Install,2024-07-21,2024-07-24,72,87,In Progress,Medium
T346328,1184,Access Request,2024-02-27,2024-02-28,24,39,Escalated,Medium
T421654,724,System Bug,2024-07-10,2024-07-12,48,59,In Progress,Low
T795469,1549,Tech Support,2024-04-28,2024-04-29,24,39,Completed,Low
T423191,987,System Bug,2024-02-19,2024-02-20,48,38,In Progress,High
T209262,700,Access Request,2024-01-16,2024-01-17,48,46,Completed,Low
T610770,518,Access Request,2024-02-13,2024-02-14,24,43,Escalated,Low
T271072,2022,Tech Support,2024-06-17,2024-06-17,24,21,Completed,Medium
T871350,258,System Bug,2024-10-05,2024-10-08,72,74,Completed,High
T405297,1053,System Bug,2024-12-10,2024-12-12,48,64,Completed,Medium
T317466,901,Tech Support,2024-12-03,2024-12-05,48,48,Completed,Low
T843198,1242,System Bug,2024-05-20,2024-05-23,72,91,In Progress,Medium
T143464,1296,Tech Support,2024-07-21,2024-07-22,24,38,In Progress,Low
T751206,1960,System Bug,2024-08-10,2024-08-12,48,56,Completed,Low
T812420,155,Access Request,2024-01-15,2024-01-18,72,82,In Progress,Low
T927290,1911,Tech Support,2024-04-27,2024-04-28,24,35,In Progress,High
T978052,675,Access Request,2024-06-20,2024-06-22,48,50,In Progress,High
T558718,403,Software Install,2024-05-10,2024-05-11,24,30,Escalated,High
T630293,1184,Access Request,2024-06-05,2024-06-06,24,42,In Progress,Low
T919853,1150,Access Request,2024-05-23,2024-05-25,48,57,Escalated,Medium
T707658,460,Access Request,2024-12-02,2024-12-03,48,40,Escalated,Medium
T950890,442,System Bug,2024-01-11,2024-01-14,72,80,Completed,Medium
T927602,1180,Software Install,2024-04-08,2024-04-11,72,82,Escalated,Low
T699859,141,Tech Support,2024-06-02,2024-06-05,72,76,In Progress,Low
T543995,832,Tech Support,2024-10-06,2024-10-07,48,38,In Progress,Low
T690476,940,Tech Support,2024-08-09,2024-08-10,24,35,Completed,Low
T599145,894,System Bug,2024-05-09,2024-05-10,24,31,In Progress,Medium
T409787,515,Tech Support,2024-08-26,2024-08-27,48,46,In Progress,Low
T525127,393,Access Request,2024-11-18,2024-11-18,24,15,Completed,Low
T864401,1558,Access Request,2024-12-03,2024-12-04,24,43,In Progress,Medium
T970076,1389,System Bug,2024-09-21,2024-09-23,48,59,In Progress,Low
T139227,1340,Software Install,2024-06-12,2024-06-15,72,76,In Progress,High
T280640,199,Access Request,2024-12-01,2024-12-03,48,59,In Progress,Medium
T994462,547,Access Request,2024-03-14,2024-03-16,48,68,In Progress,Low
T700595,1193,Software Install,2024-12-04,2024-12-07,72,91,In Progress,Low
T524401,1839,Tech Support,2024-01-07,2024-01-10,72,74,In Progress,Medium
T290899,33,Software Install,2024-04-04,2024-04-05,24,25,Escalated,Medium
T188537,930,Access Request,2024-03-24,2024-03-24,24,18,Escalated,Low
T417962,1771,Software Install,2024-11-20,2024-11-21,24,41,In Progress,Low
T614160,1405,Tech Support,2024-11-13,2024-11-14,24,26,In Progress,Low
T366374,1288,Access Request,2024-11-23,2024-11-24,24,38,In Progress,High
T883172,784,Software Install,2024-11-21,2024-11-23,48,51,In Progress,Low
T784935,1244,System Bug,2024-02-01,2024-02-02,24,34,Completed,High
T804399,1751,System Bug,2024-10-11,2024-10-12,24,30,In Progress,Medium
T689990,1856,System Bug,2024-02-09,2024-02-12,72,72,In Progress,Low
T650152,1789,System Bug,2024-07-12,2024-07-14,72,65,In Progress,High
T916336,1635,Access Request,2024-09-18,2024-09-20,48,54,In Progress,Low
T640374,190,Software Install,2024-12-21,2024-12-21,24,22,In Progress,Low
T528933,243,System Bug,2024-01-24,2024-01-26,48,48,In Progress,High
T136563,933,Tech Support,2024-07-21,2024-07-23,48,53,In Progress,Low
T686079,1847,System Bug,2024-03-13,2024-03-15,48,55,In Progress,High
T894392,998,System Bug,2024-10-13,2024-10-14,48,46,In Progress,Low
T223756,996,System Bug,2024-03-06,2024-03-07,48,45,Escalated,Medium
T447199,496,Software Install,2024-02-24,2024-02-25,48,47,In Progress,High
T521670,1766,System Bug,2024-12-01,2024-12-04,72,92,In Progress,Low
T512698,1537,Access Request,2024-08-19,2024-08-22,72,73,Completed,High
T152660,226,Software Install,2024-06-03,2024-06-06,72,90,Completed,Low
T848484,867,System Bug,2024-02-25,2024-02-27,48,58,In Progress,Low
T803500,441,Access Request,2024-03-13,2024-03-16,72,72,In Progress,Low
T291295,1866,Access Request,2024-05-23,2024-05-25,48,57,In Progress,High
T826123,1922,Tech Support,2024-01-19,2024-01-21,48,67,Escalated,Medium
T602431,1131,Access Request,2024-02-08,2024-02-10,48,52,In Progress,Low
T277863,546,Software Install,2024-06-07,2024-06-09,48,68,In Progress,Low
T227944,101,Software Install,2024-03-08,2024-03-10,48,63,In Progress,High
T625863,80,System Bug,2024-10-28,2024-10-29,24,41,Escalated,Low
T282339,1577,Software Install,2024-08-23,2024-08-25,48,58,In Progress,Medium
T751059,97,Tech Support,2024-02-28,2024-03-01,72,67,In Progress,Low
T518316,1472,Software Install,2024-09-09,2024-09-12,72,80,Escalated,Low
T277698,888,Software Install,2024-04-28,2024-04-29,48,45,In Progress,Low
T159404,1448,Tech Support,2024-04-16,2024-04-17,24,44,In Progress,Low
T417714,1609,Software Install,2024-05-09,2024-05-12,72,85,In Progress,Medium
T963638,315,System Bug,2024-09-03,2024-09-05,48,58,Escalated,Medium
T656940,1022,Access Request,2024-11-19,2024-11-20,48,43,In Progress,Medium
T423914,1976,Access Request,2024-01-02,2024-01-04,48,59,Completed,Low
T640247,1198,Tech Support,2024-02-22,2024-02-23,48,47,Escalated,Medium
T504558,763,Software Install,2024-09-03,2024-09-05,72,67,Escalated,Low
T731456,132,Software Install,2024-07-09,2024-07-10,24,25,In Progress,Medium
T620875,565,Access Request,2024-04-05,2024-04-07,48,52,Completed,Medium
T335511,1783,Tech Support,2024-02-13,2024-02-15,72,67,In Progress,Low
T318918,1868,Access Request,2024-05-03,2024-05-04,48,42,Escalated,Medium
T687906,1892,Software Install,2024-05-18,2024-05-20,48,48,In Progress,Low
T263079,1011,System Bug,2024-01-09,2024-01-12,72,81,In Progress,Medium
T180216,1671,System Bug,2024-11-26,2024-11-27,48,46,Escalated,Low
T787484,297,System Bug,2024-03-04,2024-03-04,24,15,In Progress,High
T339904,1264,Tech Support,2024-08-04,2024-08-06,72,62,In Progress,Medium
T507044,1834,System Bug,2024-09-15,2024-09-15,24,22,In Progress,Low
T925708,1441,Software Install,2024-07-18,2024-07-18,24,22,Completed,Medium
T399217,2051,Tech Support,2024-02-19,2024-02-19,24,20,Escalated,High
T594271,1035,System Bug,2024-03-17,2024-03-19,72,69,In Progress,Low
T276111,1412,Access Request,2024-06-14,2024-06-16,48,57,Escalated,High
T968021,2034,Access Request,2024-10-20,2024-10-21,24,40,In Progress,High
T599682,1614,Software Install,2024-04-05,2024-04-08,72,83,Escalated,Medium
T974724,556,Software Install,2024-07-17,2024-07-18,24,26,Escalated,Low
T167247,1783,Tech Support,2024-12-05,2024-12-08,72,74,In Progress,Low
T599418,1601,Tech Support,2024-11-19,2024-11-20,48,39,Completed,Low
T222382,833,Access Request,2024-07-14,2024-07-15,24,42,In Progress,High
T906245,86,Access Request,2024-09-14,2024-09-16,48,58,Completed,Low
T452156,969,System Bug,2024-06-17,2024-06-20,72,76,In Progress,Low
T257637,1949,Tech Support,2024-08-02,2024-08-04,48,56,In Progress,Medium
T423022,1900,Access Request,2024-10-21,2024-10-23,72,69,Escalated,Low
T724191,848,System Bug,2024-10-23,2024-10-24,24,33,Completed,Low
T912745,1934,System Bug,2024-09-26,2024-09-27,24,31,In Progress,Low
T627459,733,System Bug,2024-05-10,2024-05-13,72,87,Escalated,Low
T370670,701,Access Request,2024-08-17,2024-08-18,48,38,Completed,Low
T838690,90,Tech Support,2024-01-12,2024-01-14,72,65,In Progress,Low
T723839,1859,Software Install,2024-07-20,2024-07-22,48,59,In Progress,Low
T181501,998,Access Request,2024-10-08,2024-10-09,24,37,Escalated,Medium
T942021,1529,Access Request,2024-07-06,2024-07-09,72,82,In Progress,Medium
T869910,1255,Tech Support,2024-09-01,2024-09-03,48,53,In Progress,Low
T715281,1026,Access Request,2024-03-20,2024-03-21,24,40,Escalated,Low
T896334,1434,Tech Support,2024-05-10,2024-05-13,72,86,In Progress,High
T450246,28,System Bug,2024-08-02,2024-08-05,72,87,In Progress,Medium
T404347,1970,Access Request,2024-10-26,2024-10-27,24,30,Escalated,Low
T877360,972,System Bug,2024-11-23,2024-11-26,72,86,Completed,Low
T575610,471,System Bug,2024-09-15,2024-09-16,48,43,Escalated,High
T612760,1868,System Bug,2024-12-10,2024-12-10,24,18,Completed,High
T198851,1677,Tech Support,2024-03-24,2024-03-27,72,91,In Progress,Low
T665165,24,System Bug,2024-03-12,2024-03-14,48,49,In Progress,High
T959234,1976,Software Install,2024-08-04,2024-08-07,72,72,In Progress,Low
T309752,41,Software Install,2024-09-18,2024-09-20,48,68,In Progress,High
T279162,939,Software Install,2024-02-02,2024-02-03,24,24,Escalated,Low
T482876,1200,Access Request,2024-03-28,2024-03-29,48,43,Escalated,Low
T781804,1073,Software Install,2024-07-16,2024-07-17,24,25,Completed,Medium
T441371,1115,Tech Support,2024-12-24,2024-12-27,72,83,In Progress,Low
T657947,2049,Software Install,2024-01-09,2024-01-11,72,63,In Progress,High
T267072,2034,Access Request,2024-07-13,2024-07-14,48,46,In Progress,Low
T837309,1071,System Bug,2024-05-11,2024-05-12,24,25,In Progress,Low
T482022,1682,Access Request,2024-12-15,2024-12-17,72,67,Escalated,Low
T987611,1421,System Bug,2024-02-25,2024-02-27,48,65,Completed,Low
T360118,202,System Bug,2024-09-11,2024-09-13,48,62,In Progress,Low
T683184,1655,Software Install,2024-02-22,2024-02-25,72,85,Escalated,Low
T773991,1668,Access Request,2024-09-02,2024-09-04,72,65,Completed,Medium
T159168,1397,System Bug,2024-10-05,2024-10-08,72,89,In Progress,Low
T303098,247,System Bug,2024-11-12,2024-11-13,48,38,Completed,Low
T562456,460,Tech Support,2024-10-22,2024-10-25,72,73,Completed,Low
T575764,623,Software Install,2024-10-24,2024-10-25,24,38,In Progress,Low
T652638,1911,Access Request,2024-09-25,2024-09-26,48,39,Escalated,Medium
T345512,927,Tech Support,2024-01-16,2024-01-18,72,65,In Progress,Medium
T772933,1608,System Bug,2024-12-18,2024-12-19,24,28,Completed,Low
T473144,874,Tech Support,2024-12-24,2024-12-26,48,64,Escalated,Medium
T595788,80,Access Request,2024-06-05,2024-06-07,48,49,In Progress,Medium
T987306,1878,Access Request,2024-05-17,2024-05-18,48,41,In Progress,Low
T515335,1783,Access Request,2024-09-26,2024-09-29,72,91,In Progress,High
T512451,1193,Software Install,2024-06-04,2024-06-07,72,79,Completed,Low
T840113,505,Tech Support,2024-05-03,2024-05-06,72,76,Escalated,Medium
T489316,1363,Tech Support,2024-12-25,2024-12-27,48,60,In Progress,Low
T901118,1430,System Bug,2024-11-28,2024-11-29,24,43,In Progress,Low
T389022,872,Access Request,2024-05-12,2024-05-14,72,68,Completed,Medium
T227497,1804,Access Request,2024-07-09,2024-07-11,48,55,In Progress,Low
T444711,1766,Tech Support,2024-05-14,2024-05-16,72,68,In Progress,Medium
T574782,1392,Tech Support,2024-09-27,2024-09-28,24,35,In Progress,Low
T549546,1782,System Bug,2024-04-28,2024-04-29,48,38,Completed,Medium
T680903,1826,System Bug,2024-06-01,2024-06-02,48,44,In Progress,Medium
T838454,95,Software Install,2024-11-23,2024-11-24,24,38,In Progress,High
T687657,1655,Software Install,2024-07-15,2024-07-17,48,54,Escalated,High
T405052,342,Tech Support,2024-10-22,2024-10-24,72,65,Completed,Low
T663260,442,Tech Support,2024-02-26,2024-02-27,48,43,Escalated,Medium
T313782,1860,Access Request,2024-03-12,2024-03-14,48,58,In Progress,High
T988596,338,Access Request,2024-08-15,2024-08-16,24,32,In Progress,Low
T168005,1969,Tech Support,2024-07-17,2024-07-19,48,51,In Progress,High
T482650,352,Tech Support,2024-11-17,2024-11-18,24,42,In Progress,High
T275502,1224,Software Install,2024-09-10,2024-09-12,72,62,In Progress,Low
T980805,1529,System Bug,2024-10-07,2024-10-10,72,72,In Progress,Low
T209534,139,Access Request,2024-12-23,2024-12-26,72,84,In Progress,Medium
T686643,852,Software Install,2024-08-18,2024-08-21,72,79,In Progress,Low
T441228,1405,Tech Support,2024-05-12,2024-05-12,24,17,In Progress,Medium
T856757,325,Tech Support,2024-03-12,2024-03-14,72,69,In Progress,High
T509278,422,Software Install,2024-07-21,2024-07-23,48,67,In Progress,Low
T171098,1689,Tech Support,2024-10-25,2024-10-26,24,41,Escalated,Low
T673854,447,Software Install,2024-10-28,2024-10-30,72,69,Escalated,Low
T842282,1340,Tech Support,2024-06-02,2024-06-05,72,72,Completed,High
T619019,1195,Software Install,2024-04-26,2024-04-27,24,34,In Progress,High
T499295,1193,System Bug,2024-09-08,2024-09-11,72,77,In Progress,Low
T384959,1438,Software Install,2024-05-18,2024-05-21,72,82,Completed,Low
T166053,367,Software Install,2024-12-18,2024-12-21,72,78,In Progress,Low
T192140,1866,System Bug,2024-05-14,2024-05-17,72,76,In Progress,Low
T928738,843,System Bug,2024-02-07,2024-02-09,48,66,In Progress,High
T704334,245,Software Install,2024-10-28,2024-10-31,72,81,Escalated,High
T618791,1592,Access Request,2024-04-21,2024-04-22,48,44,In Progress,Low
T976881,1360,Software Install,2024-11-28,2024-11-28,24,15,Completed,Medium
T775771,817,Tech Support,2024-05-04,2024-05-06,48,67,Escalated,Low
T906882,1161,Tech Support,2024-11-09,2024-11-09,24,23,Completed,Low
T342147,41,System Bug,2024-08-22,2024-08-23,24,34,Completed,Medium
T541322,1216,Access Request,2024-10-08,2024-10-10,48,64,Completed,Low
T875506,1533,Access Request,2024-04-19,2024-04-20,24,36,Completed,Low
T540261,1606,Access Request,2024-06-02,2024-06-02,24,21,In Progress,High
T523822,165,System Bug,2024-05-25,2024-05-28,72,81,In Progress,High
T219907,1966,Software Install,2024-11-24,2024-11-26,72,68,In Progress,Low
T164023,1433,Software Install,2024-01-02,2024-01-05,72,81,In Progress,High
T452963,1911,Access Request,2024-10-08,2024-10-11,72,72,Escalated,Low
T423203,433,Tech Support,2024-08-15,2024-08-17,48,48,In Progress,Low
T209242,1594,Access Request,2024-02-03,2024-02-05,48,53,In Progress,Medium
T407673,920,Tech Support,2024-07-16,2024-07-18,48,59,In Progress,Low
T858212,1513,Tech Support,2024-04-13,2024-04-14,24,30,Completed,Low
T742557,1195,Software Install,2024-05-03,2024-05-05,48,48,In Progress,Medium
T209604,546,Software Install,2024-12-26,2024-12-27,48,47,In Progress,Low
T169561,1529,Access Request,2024-09-14,2024-09-16,48,48,Completed,Low
T566366,256,Access Request,2024-11-02,2024-11-04,48,64,In Progress,Low
T444363,241,Access Request,2024-06-17,2024-06-18,24,36,In Progress,Low
T386875,639,Access Request,2024-02-22,2024-02-24,48,52,Escalated,Medium
T712625,429,System Bug,2024-10-10,2024-10-13,72,92,Completed,Medium
T215565,1011,Software Install,2024-12-28,2024-12-29,24,27,In Progress,Medium
T820039,1952,Software Install,2024-11-16,2024-11-17,24,30,In Progress,Low
T713283,867,Software Install,2024-01-05,2024-01-08,72,78,Escalated,Low
T555016,1191,Tech Support,2024-05-15,2024-05-16,24,41,Completed,Low
T400826,65,Software Install,2024-08-22,2024-08-25,72,82,In Progress,Medium
T270444,1409,Software Install,2024-03-17,2024-03-18,24,37,In Progress,High
T532107,1118,Access Request,2024-03-05,2024-03-06,24,42,In Progress,High
T538562,1106,Tech Support,2024-12-25,2024-12-26,24,27,In Progress,High
T526712,223,Software Install,2024-02-25,2024-02-27,48,51,In Progress,Medium
T739894,2003,System Bug,2024-12-24,2024-12-26,48,60,In Progress,Medium
T276840,352,Tech Support,2024-11-04,2024-11-07,72,76,Completed,Low
T655629,351,Tech Support,2024-02-19,2024-02-21,72,66,In Progress,Low
T200563,2068,System Bug,2024-08-28,2024-08-30,48,51,In Progress,High
T142273,1033,Tech Support,2024-02-21,2024-02-24,72,83,In Progress,Low
T797199,271,Access Request,2024-09-21,2024-09-23,48,51,In Progress,Medium
T322347,1068,Tech Support,2024-11-01,2024-11-01,24,21,Escalated,High
T462086,2051,System Bug,2024-12-25,2024-12-27,48,54,Completed,Low
T853590,520,Tech Support,2024-06-20,2024-06-22,48,68,In Progress,Medium
T665183,75,Software Install,2024-05-19,2024-05-21,48,59,Completed,Medium
T901849,2064,Software Install,2024-05-27,2024-05-28,48,38,Completed,Low
T553183,1369,System Bug,2024-07-25,2024-07-27,48,55,In Progress,Low
T882182,522,System Bug,2024-05-25,2024-05-27,72,65,Escalated,High
T658828,1081,System Bug,2024-05-18,2024-05-21,72,73,Completed,Low
T272258,999,Tech Support,2024-07-02,2024-07-04,48,60,In Progress,High
T649056,227,System Bug,2024-10-07,2024-10-10,72,73,In Progress,Low
T552570,1903,System Bug,2024-09-28,2024-09-29,24,42,In Progress,High
T505017,405,System Bug,2024-04-11,2024-04-13,48,57,In Progress,Low
T736226,1638,System Bug,2024-04-02,2024-04-03,24,40,In Progress,Medium
T234047,468,System Bug,2024-12-14,2024-12-15,48,47,Completed,Low
T951043,2012,Access Request,2024-06-16,2024-06-16,24,21,Escalated,Medium
T440270,1303,Access Request,2024-06-03,2024-06-04,48,41,Escalated,Low
T749695,1120,Tech Support,2024-06-27,2024-06-28,24,41,Escalated,Medium
T297248,1346,System Bug,2024-12-14,2024-12-14,24,23,In Progress,Low
T951583,1046,System Bug,2024-02-17,2024-02-18,48,38,Completed,Low
T955248,1460,Tech Support,2024-05-25,2024-05-26,24,39,In Progress,High
T640117,1216,Software Install,2024-05-26,2024-05-27,24,34,In Progress,Low
T542933,1922,Tech Support,2024-04-18,2024-04-18,24,16,Completed,High
T499779,757,Tech Support,2024-09-25,2024-09-26,24,28,In Progress,Low
T270814,393,Tech Support,2024-09-19,2024-09-21,48,66,Escalated,Low
T907311,1030,Software Install,2024-10-09,2024-10-10,24,25,In Progress,Low
T614582,159,Software Install,2024-01-23,2024-01-24,24,39,In Progress,Low
T620087,655,Software Install,2024-03-15,2024-03-18,72,81,Escalated,Medium
T439383,341,Tech Support,2024-05-19,2024-05-20,48,39,In Progress,High
T810847,1185,Tech Support,2024-10-19,2024-10-20,48,46,In Progress,Medium
T363469,194,Tech Support,2024-04-20,2024-04-21,24,37,In Progress,Medium
T627502,1753,System Bug,2024-07-01,2024-07-04,72,80,In Progress,Low
T145257,1389,Access Request,2024-10-21,2024-10-23,72,63,Completed,Medium
T146642,1552,Tech Support,2024-07-23,2024-07-26,72,72,Completed,Low
T997262,1334,Access Request,2024-08-10,2024-08-12,72,62,In Progress,Low
